beneficiary_id,beneficiary_code,full_name,gender,age,country,status
2625,BEN002625,Rodney Delgado,Female,39,Ethiopia,Refugee
2626,BEN002626,Cynthia Johnson,Male,4,Dr Congo,IDP
2627,BEN002627,Angela Gibson,Female,41,Tanzania,IDP
2628,BEN002628,Joyce Garcia,Male,38,Rwanda,Refugee
2629,BEN002629,Adam Robbins,Male,70,Kenya,IDP
2630,BEN002630,Curtis Conrad,Female,30,Tanzania,IDP
2631,BEN002631,Joshua Berry,Male,52,Ethiopia,Refugee
2632,BEN002632,Jordan Thompson,Female,62,Burundi,IDP
2633,BEN002633,Samuel Kane,Female,40,Ethiopia,Refugee
2634,BEN002634,Brian Rogers,Female,51,Uganda,Host Community
2635,BEN002635,Alan Beck,Female,19,Ethiopia,IDP
2636,BEN002636,Michael Morrison,Male,9,Sudan,Host Community
2637,BEN002637,Brittany Wilson,Male,27,Rwanda,Host Community
2638,BEN002638,Anthony Wilson,Male,77,Somalia,Refugee
2639,BEN002639,Cynthia Jackson,Male,45,Ethiopia,IDP
2640,BEN002640,Richard Moore,Female,26,Somalia,Host Community
2641,BEN002641,Roy Schwartz,Male,62,Burundi,IDP
2642,BEN002642,Adrienne Sanchez,Female,53,Somalia,Refugee
2643,BEN002643,Michael Moore II,Male,18,Dr Congo,Refugee
2644,BEN002644,Brittany Harrington,Female,56,Rwanda,Refugee
2645,BEN002645,Maria Flores,Female,27,Uganda,Host Community
2646,BEN002646,Teresa Wilson,Male,4,Sudan,Refugee
2647,BEN002647,Jennifer West,Male,30,Tanzania,Refugee
2648,BEN002648,Eric Mcguire,Female,68,South Sudan,Refugee
2649,BEN002649,Kimberly Martin,Male,37,Uganda,Refugee
2650,BEN002650,Justin Jenkins,Male,61,Burundi,IDP
2651,BEN002651,Valerie Oliver,Male,55,Dr Congo,IDP
2652,BEN002652,Bruce Patrick Jr.,Female,51,Ethiopia,Host Community
2653,BEN002653,Katrina Diaz,Male,40,Ethiopia,IDP
2654,BEN002654,Jonathan Torres,Male,54,Somalia,IDP
2655,BEN002655,Gerald Lopez,Female,77,Somalia,Refugee
2656,BEN002656,Paige Owens,Male,7,Ethiopia,Host Community
2657,BEN002657,Holly Li,Male,66,Burundi,Host Community
2658,BEN002658,Alexander King,Male,41,Uganda,IDP
2659,BEN002659,Jared Moore,Female,36,Dr Congo,IDP
2660,BEN002660,Thomas Bowen,Female,44,Dr Congo,Refugee
2661,BEN002661,Barbara Hansen,Female,65,Kenya,IDP
2662,BEN002662,Mariah Lowery,Female,51,South Sudan,Host Community
2663,BEN002663,George Sanchez,Female,1,South Sudan,IDP
2664,BEN002664,Michael Peterson,Male,55,Rwanda,Host Community
2665,BEN002665,Megan Kelley,Male,6,Uganda,Refugee
2666,BEN002666,Samuel Cooper,Male,17,Somalia,Host Community
2667,BEN002667,Ronald Lyons,Female,28,Sudan,Refugee
2668,BEN002668,Karen Freeman,Male,62,Tanzania,IDP
2669,BEN002669,Evan Wallace,Female,72,Kenya,Host Community
2670,BEN002670,Jimmy Russell,Male,37,Ethiopia,IDP
2671,BEN002671,Stephanie Gonzalez,Female,63,Ethiopia,Host Community
2672,BEN002672,Rhonda Richardson,Female,57,Burundi,Refugee
2673,BEN002673,Jessica Salas,Male,30,South Sudan,IDP
2674,BEN002674,Kaitlyn Harvey,Male,40,Uganda,Refugee
2675,BEN002675,Aaron Wilson,Female,51,Tanzania,IDP
2676,BEN002676,Theresa Perez,Male,47,Ethiopia,IDP
2677,BEN002677,Kevin Smith,Female,59,Rwanda,Refugee
2678,BEN002678,Steven Dominguez,Male,22,Burundi,IDP
2679,BEN002679,Nicholas Edwards,Female,63,Ethiopia,Host Community
2680,BEN002680,Mark Roth,Male,55,Uganda,Host Community
2681,BEN002681,Jason Johnson,Female,14,Kenya,Host Community
2682,BEN002682,Courtney Rodriguez,Male,6,Uganda,Refugee
2683,BEN002683,John Parsons,Female,30,Burundi,Host Community
2684,BEN002684,Claudia Phelps,Male,55,Burundi,Host Community
2685,BEN002685,Donald Johnson,Female,77,Kenya,Host Community
2686,BEN002686,Charles Diaz,Female,11,Dr Congo,IDP
2687,BEN002687,David Chapman,Male,18,South Sudan,Refugee
2688,BEN002688,Tiffany Burnett,Male,67,Somalia,IDP
2689,BEN002689,Joseph Johnson,Male,58,Rwanda,IDP
2690,BEN002690,Shannon Smith,Male,75,Kenya,Refugee
2691,BEN002691,Christopher Leblanc,Female,31,Somalia,Host Community
2692,BEN002692,Mindy Adams,Female,8,Somalia,IDP
2693,BEN002693,Michael Garrett,Female,38,Ethiopia,Refugee
2694,BEN002694,Toni Thomas,Male,56,South Sudan,Refugee
2695,BEN002695,James Martin,Male,33,South Sudan,IDP
2696,BEN002696,Mark Hicks,Female,60,Tanzania,IDP
2697,BEN002697,Andrew White,Female,27,Ethiopia,IDP
2698,BEN002698,Patricia Rodriguez,Female,52,Uganda,IDP
2699,BEN002699,Traci Mccarty,Female,53,Tanzania,Refugee
2700,BEN002700,Christopher Bryan,Female,38,Rwanda,Host Community
2701,BEN002701,Jeffery Smith,Female,1,Ethiopia,Host Community
2702,BEN002702,Chad Delgado,Female,42,Uganda,IDP
2703,BEN002703,Janet Lane,Female,45,Uganda,Refugee
2704,BEN002704,Devin Richardson,Male,62,Rwanda,Host Community
2705,BEN002705,Benjamin Bailey,Male,3,Kenya,IDP
2706,BEN002706,Sara Mcgee,Female,33,Dr Congo,Refugee
2707,BEN002707,Jessica Macias,Female,41,South Sudan,Host Community
2708,BEN002708,Michelle Nelson,Female,18,Uganda,Refugee
2709,BEN002709,Rachael Smith,Female,16,Kenya,IDP
2710,BEN002710,Steve Ross,Male,30,Dr Congo,IDP
2711,BEN002711,Robert Moore,Male,29,Somalia,IDP
2712,BEN002712,Brittany Moore,Female,36,South Sudan,Host Community
2713,BEN002713,Sarah Wilson,Female,15,Ethiopia,IDP
2714,BEN002714,Nancy Ritter,Male,16,Uganda,Refugee
2715,BEN002715,Jose Shaw,Male,73,Rwanda,Refugee
2716,BEN002716,Robert Yu,Female,44,South Sudan,Refugee
2717,BEN002717,Phillip Moore,Male,9,Kenya,Host Community
2718,BEN002718,Julia Thomas,Male,20,Burundi,IDP
2719,BEN002719,Mark Davis,Female,8,Uganda,IDP
2720,BEN002720,Crystal Wood,Female,42,Tanzania,IDP
2721,BEN002721,Michelle Li,Male,14,Sudan,Host Community
2722,BEN002722,Tina Lewis,Female,35,Uganda,Refugee
2723,BEN002723,Jasmine Carroll,Male,52,South Sudan,Refugee
2724,BEN002724,James Bell,Female,32,Dr Congo,IDP
2725,BEN002725,Heather Oconnor,Male,22,Sudan,Refugee
2726,BEN002726,Destiny Clark,Female,49,Rwanda,IDP
2727,BEN002727,Michelle Young,Female,53,Burundi,Refugee
2728,BEN002728,Heidi Barber MD,Female,33,Sudan,IDP
2729,BEN002729,Brandon Bryant,Male,61,Uganda,Refugee
2730,BEN002730,Tammy Ho MD,Male,28,Dr Congo,Host Community
2731,BEN002731,Richard Barnett,Male,4,Ethiopia,Host Community
2732,BEN002732,Daniel Griffin,Female,31,Ethiopia,IDP
2733,BEN002733,Spencer Jones,Male,48,Sudan,Refugee
2734,BEN002734,Julian Jones,Female,13,Sudan,Refugee
2735,BEN002735,Wanda Wilson,Female,13,Somalia,Refugee
2736,BEN002736,Martin Gates,Male,34,Rwanda,Host Community
2737,BEN002737,Tiffany Thomas,Male,38,Rwanda,Host Community
2738,BEN002738,David Ward,Male,70,Sudan,Host Community
2739,BEN002739,Morgan Robles,Female,34,Ethiopia,IDP
2740,BEN002740,Vicki Craig,Female,71,Rwanda,Host Community
2741,BEN002741,Lance Mccarty,Male,4,Kenya,IDP
2742,BEN002742,Kristine Murray,Female,63,Somalia,IDP
2743,BEN002743,Robert Thomas,Female,30,Somalia,Host Community
2744,BEN002744,Matthew Cooke,Female,22,Burundi,IDP
2745,BEN002745,Derek Acosta,Male,19,Tanzania,IDP
2746,BEN002746,Cindy Hill,Female,61,Ethiopia,IDP
2747,BEN002747,Maurice Summers,Male,47,Somalia,IDP
2748,BEN002748,Crystal Rios,Female,45,Somalia,Host Community
2749,BEN002749,Kristin Peters,Female,42,South Sudan,Refugee
2750,BEN002750,Devin Nguyen,Female,47,South Sudan,IDP
2751,BEN002751,Krystal Davis,Female,40,Tanzania,IDP
2752,BEN002752,Amber Hayes,Female,45,Dr Congo,Host Community
2753,BEN002753,Joshua Osborne,Male,63,Dr Congo,Host Community
2754,BEN002754,Robert Glover,Male,66,Burundi,IDP
2755,BEN002755,Kimberly Hamilton,Male,79,Somalia,IDP
2756,BEN002756,Brandon Ryan,Male,63,Uganda,Host Community
2757,BEN002757,Natasha Jackson,Female,79,Sudan,IDP
2758,BEN002758,Raymond Lawrence,Female,53,Dr Congo,IDP
2759,BEN002759,Jessica Shah,Female,62,Uganda,Refugee
2760,BEN002760,Alisha Camacho,Male,37,Kenya,IDP
2761,BEN002761,Daniel Foley,Female,70,Somalia,Host Community
2762,BEN002762,Cody Young,Male,63,Rwanda,IDP
2763,BEN002763,John Cochran,Female,44,Dr Congo,IDP
2764,BEN002764,Jesse Dunlap,Male,13,Ethiopia,Host Community
2765,BEN002765,Diane Davis,Male,44,Uganda,Host Community
2766,BEN002766,Eric Joseph,Male,3,Burundi,IDP
2767,BEN002767,Stephen Jackson,Male,42,Rwanda,Host Community
2768,BEN002768,Corey Harrison,Female,60,Rwanda,Refugee
2769,BEN002769,Laura Vargas,Male,20,Somalia,Refugee
2770,BEN002770,Matthew Jones,Male,76,Tanzania,Refugee
2771,BEN002771,Christian Newman,Male,59,Tanzania,IDP
2772,BEN002772,Kyle Callahan,Male,74,Kenya,IDP
2773,BEN002773,Morgan Guerra,Female,76,Kenya,Host Community
2774,BEN002774,Kimberly Black,Female,13,Somalia,Refugee
2775,BEN002775,Craig Hammond,Female,48,South Sudan,Host Community
2776,BEN002776,David Ramirez,Female,51,Somalia,Refugee
2777,BEN002777,Tommy Davis,Male,50,Dr Congo,Refugee
2778,BEN002778,Alexander Fowler,Female,19,Dr Congo,Host Community
2779,BEN002779,Jennifer Wood,Female,55,Uganda,IDP
2780,BEN002780,Grace Collier,Female,6,Sudan,IDP
2781,BEN002781,Marissa Whitehead,Female,31,South Sudan,Host Community
2782,BEN002782,Jessica Gonzales,Female,27,Rwanda,IDP
2783,BEN002783,Lauren Brooks,Male,27,Ethiopia,Refugee
2784,BEN002784,Jared Turner,Male,57,Dr Congo,Refugee
2785,BEN002785,James Henderson,Female,44,Tanzania,IDP
2786,BEN002786,Paul Hicks,Male,30,Sudan,Host Community
2787,BEN002787,Sara Duncan,Female,54,Tanzania,IDP
2788,BEN002788,Christopher Hale,Male,67,Kenya,Refugee
2789,BEN002789,Michael Foster,Male,46,Sudan,Host Community
2790,BEN002790,Gina Griffith,Male,23,Burundi,Refugee
2791,BEN002791,John Nichols,Female,56,Uganda,Host Community
2792,BEN002792,Kimberly Myers,Male,31,Uganda,IDP
2793,BEN002793,Elizabeth Terry,Male,72,Ethiopia,IDP
2794,BEN002794,Megan Morris,Male,67,Kenya,IDP
2795,BEN002795,Steven Hernandez,Male,60,Burundi,Refugee
2796,BEN002796,Caitlyn Martinez,Female,6,Rwanda,IDP
2797,BEN002797,Erik Shepherd,Female,31,Tanzania,Refugee
2798,BEN002798,Howard Herrera,Female,57,Ethiopia,IDP
2799,BEN002799,Kelly Wright,Female,57,Ethiopia,Refugee
2800,BEN002800,Sonya Neal,Female,29,Ethiopia,IDP
2801,BEN002801,Stephanie Walton,Female,31,Kenya,Refugee
2802,BEN002802,Makayla Hernandez,Male,47,Rwanda,Host Community
2803,BEN002803,Tonya Jackson,Female,42,Ethiopia,Host Community
2804,BEN002804,Robert Richardson,Male,7,South Sudan,Refugee
2805,BEN002805,Mark Mccullough,Female,5,Dr Congo,IDP
2806,BEN002806,Abigail Cobb,Female,72,Burundi,Refugee
2807,BEN002807,John Caldwell,Female,50,Somalia,Refugee
2808,BEN002808,Colleen Mueller,Male,14,Rwanda,IDP
2809,BEN002809,Edward Watson,Female,73,Kenya,IDP
2810,BEN002810,Shawn Barr,Male,17,Rwanda,IDP
2811,BEN002811,William Kim,Male,1,Uganda,Host Community
2812,BEN002812,Randy Wells,Male,66,Tanzania,Refugee
2813,BEN002813,Elizabeth Black,Female,29,Dr Congo,Host Community
2814,BEN002814,Lauren Johnson,Female,35,Kenya,IDP
2815,BEN002815,Jennifer Collins,Male,41,Somalia,Refugee
2816,BEN002816,Kathryn Bennett,Female,39,Ethiopia,IDP
2817,BEN002817,Robert Rodriguez,Male,58,Sudan,IDP
2818,BEN002818,Andrea Gutierrez,Male,61,Uganda,Host Community
2819,BEN002819,Barbara Ward,Male,54,Burundi,IDP
2820,BEN002820,Denise Perkins,Female,41,Somalia,IDP
2821,BEN002821,Scott Ayala,Female,17,Dr Congo,Host Community
2822,BEN002822,Jason Tate,Female,48,Tanzania,IDP
2823,BEN002823,William Smith,Male,47,Somalia,IDP
2824,BEN002824,Peter Martinez,Female,34,Tanzania,Refugee
2825,BEN002825,Whitney Phillips,Female,29,Tanzania,IDP
2826,BEN002826,Nathaniel Clarke,Male,63,Sudan,Refugee
2827,BEN002827,Holly West,Female,48,Kenya,Host Community
2828,BEN002828,Donald Thomas,Male,54,Sudan,Host Community
2829,BEN002829,Jacqueline Lopez,Male,78,Dr Congo,Refugee
2830,BEN002830,Michele Nelson,Male,37,Kenya,IDP
2831,BEN002831,David Jenkins,Male,3,Ethiopia,Host Community
2832,BEN002832,Jennifer Miranda,Female,61,Uganda,IDP
2833,BEN002833,Andrew Williams,Male,19,Uganda,Host Community
2834,BEN002834,Tonya Davis,Female,10,Uganda,IDP
2835,BEN002835,Kimberly Leonard,Female,66,Rwanda,Refugee
2836,BEN002836,Barbara Tate,Female,2,Ethiopia,IDP
2837,BEN002837,Kim Barnes,Female,66,Tanzania,Refugee
2838,BEN002838,Manuel Joseph,Female,41,Uganda,Host Community
2839,BEN002839,Philip Young,Female,3,Tanzania,Refugee
2840,BEN002840,Michael Shah,Female,60,Rwanda,Refugee
2841,BEN002841,Miranda Jones,Male,76,Kenya,IDP
2842,BEN002842,Dr. Katherine Cortez,Male,52,Burundi,Host Community
2843,BEN002843,Dr. Richard Archer,Male,33,Rwanda,IDP
2844,BEN002844,Adrian Miller,Female,50,South Sudan,IDP
2845,BEN002845,Lisa King,Female,13,South Sudan,IDP
2846,BEN002846,Julie Perry,Female,63,Uganda,IDP
2847,BEN002847,Christopher Frazier,Male,58,Kenya,Host Community
2848,BEN002848,Mrs. Erika Francis,Female,11,Ethiopia,IDP
2849,BEN002849,Natalie Bennett,Male,6,Uganda,Refugee
2850,BEN002850,Julie Cantu,Male,35,Kenya,Refugee
2851,BEN002851,Perry Jackson,Male,3,Kenya,Host Community
2852,BEN002852,Sherri Anderson,Female,50,Somalia,IDP
2853,BEN002853,Paul Woods,Male,7,Dr Congo,IDP
2854,BEN002854,Philip Livingston,Male,67,Kenya,Refugee
2855,BEN002855,Dr. Jeremy Contreras,Female,13,Tanzania,IDP
2856,BEN002856,Jaime Walker,Female,6,South Sudan,Host Community
2857,BEN002857,Theresa Best,Male,53,Somalia,Refugee
2858,BEN002858,Stacey Robinson,Male,45,Somalia,IDP
2859,BEN002859,Justin Haley,Male,53,Ethiopia,IDP
2860,BEN002860,Daniel Curry,Female,37,Uganda,Host Community
2861,BEN002861,Jill Meyer,Female,36,Uganda,Refugee
2862,BEN002862,Heidi Powell,Female,8,South Sudan,Refugee
2863,BEN002863,Stacey Grant,Male,31,Uganda,Host Community
2864,BEN002864,Kristin Robinson,Female,59,Tanzania,Host Community
2865,BEN002865,Jodi Kelley,Male,8,South Sudan,Host Community
2866,BEN002866,Dana Brown,Female,49,Ethiopia,IDP
2867,BEN002867,Kimberly Martinez,Male,37,Kenya,Refugee
2868,BEN002868,Sean Morris,Female,30,Burundi,IDP
2869,BEN002869,Scott Weber,Female,66,Sudan,Refugee
2870,BEN002870,Anthony Hurley,Male,50,Sudan,IDP
2871,BEN002871,Jennifer Bauer,Male,46,Somalia,IDP
2872,BEN002872,Amy Barry,Female,46,Dr Congo,Host Community
2873,BEN002873,Stephanie Gonzalez,Male,14,Rwanda,IDP
2874,BEN002874,Jenna Cook,Female,56,Sudan,Refugee
2875,BEN002875,Christina Aguilar,Female,67,Sudan,IDP
2876,BEN002876,Daniel Lee,Female,7,Ethiopia,Host Community
2877,BEN002877,Chloe Burch,Female,18,Rwanda,IDP
2878,BEN002878,Amy Gomez,Female,74,Uganda,IDP
2879,BEN002879,Deborah Ramos,Female,39,Dr Congo,Host Community
2880,BEN002880,Bruce Duffy,Female,45,Kenya,Refugee
2881,BEN002881,David Griffin,Male,65,Dr Congo,IDP
2882,BEN002882,Justin Baker,Male,18,South Sudan,Host Community
2883,BEN002883,Sherry Reed,Female,1,Uganda,Host Community
2884,BEN002884,Brian Turner,Female,31,Kenya,Host Community
2885,BEN002885,Mr. Daniel Burns,Male,56,Ethiopia,Host Community
2886,BEN002886,Holly Reyes,Male,63,Dr Congo,IDP
2887,BEN002887,Raymond Hernandez,Female,80,Rwanda,Host Community
2888,BEN002888,Kayla Benson,Female,41,South Sudan,Host Community
2889,BEN002889,Anthony Ross,Male,8,Rwanda,Host Community
2890,BEN002890,Jon Hudson,Male,77,Uganda,Host Community
2891,BEN002891,Michael Anderson,Male,22,Sudan,IDP
2892,BEN002892,Matthew Walker,Female,48,Burundi,IDP
2893,BEN002893,Jessica Watkins,Female,37,South Sudan,Host Community
2894,BEN002894,Daniel Rodriguez,Female,28,Sudan,IDP
2895,BEN002895,Bradley Kane,Male,58,South Sudan,Host Community
2896,BEN002896,Tyler Adams,Male,76,Somalia,Host Community
2897,BEN002897,Wendy Myers,Female,40,Tanzania,Refugee
2898,BEN002898,Juan Howe,Female,60,Burundi,Refugee
2899,BEN002899,Brittany King,Male,59,Sudan,Host Community
2900,BEN002900,William Cunningham,Male,54,Ethiopia,Refugee
2901,BEN002901,Todd Mccoy,Male,5,Rwanda,IDP
2902,BEN002902,Mary Cline,Male,2,Sudan,Refugee
2903,BEN002903,Alexander Porter,Male,54,Somalia,Refugee
2904,BEN002904,Ryan Patton,Female,50,Tanzania,IDP
2905,BEN002905,Jamie Gonzalez,Female,78,Dr Congo,IDP
2906,BEN002906,Mary Jones,Female,21,Tanzania,Host Community
2907,BEN002907,Terri Peck,Female,9,Uganda,Host Community
2908,BEN002908,Corey Bryant,Female,54,Somalia,Host Community
2909,BEN002909,Brett Flores,Female,26,Dr Congo,IDP
2910,BEN002910,Sara Evans,Female,15,Uganda,Host Community
2911,BEN002911,Sarah Sanchez,Female,77,Kenya,Refugee
2912,BEN002912,Stephen Garcia,Female,77,Tanzania,IDP
2913,BEN002913,Kyle Robinson,Female,5,Ethiopia,IDP
2914,BEN002914,Tyler Johnson,Male,35,Somalia,Host Community
2915,BEN002915,Anthony Hill,Male,40,South Sudan,Refugee
2916,BEN002916,Douglas Ortiz,Female,64,Dr Congo,IDP
2917,BEN002917,Christopher Reid,Male,6,South Sudan,IDP
2918,BEN002918,Brandon Ramos,Male,75,South Sudan,Host Community
2919,BEN002919,Kelli Johnson,Male,48,Uganda,Host Community
2920,BEN002920,Jeremy Sanchez,Female,48,Ethiopia,Host Community
2921,BEN002921,Melanie Smith,Female,33,Ethiopia,IDP
2922,BEN002922,Jennifer Tyler,Female,45,South Sudan,Refugee
2923,BEN002923,Elizabeth Robertson,Female,80,Dr Congo,Host Community
2924,BEN002924,Michael Sanders,Female,33,Somalia,IDP
2925,BEN002925,Laura Arnold,Male,9,Ethiopia,Host Community
2926,BEN002926,Elizabeth Rangel,Male,32,Somalia,Host Community
2927,BEN002927,Tara Thompson,Female,72,Tanzania,Refugee
2928,BEN002928,Danielle Miller,Female,31,Dr Congo,Refugee
2929,BEN002929,Joseph Evans,Male,1,Ethiopia,Host Community
2930,BEN002930,Amber Williams,Female,51,Kenya,IDP
2931,BEN002931,Larry Kennedy,Male,47,Tanzania,IDP
2932,BEN002932,Adam Larsen,Female,2,Burundi,IDP
2933,BEN002933,Heather Turner,Female,21,Kenya,IDP
2934,BEN002934,Eugene Williams,Female,11,Rwanda,Refugee
2935,BEN002935,Thomas Smith,Male,1,Kenya,IDP
2936,BEN002936,Jeremy Pratt,Male,28,Tanzania,Refugee
2937,BEN002937,Derek Kelley,Male,40,Tanzania,Host Community
2938,BEN002938,Martin Martin,Male,53,Kenya,Host Community
2939,BEN002939,Leslie Jarvis,Female,77,Sudan,Refugee
2940,BEN002940,Mark Romero,Male,4,Rwanda,Refugee
2941,BEN002941,Jeremy Lewis,Female,52,Kenya,Refugee
2942,BEN002942,Angela Cunningham DDS,Female,36,Dr Congo,IDP
2943,BEN002943,Denise Boyd,Female,72,Dr Congo,Refugee
2944,BEN002944,William Copeland,Female,1,Ethiopia,IDP
2945,BEN002945,Leslie Terry,Female,29,South Sudan,IDP
2946,BEN002946,Emily Thompson,Female,74,Tanzania,IDP
2947,BEN002947,Edward Solis,Male,62,Sudan,IDP
2948,BEN002948,Kevin Daniels III,Male,15,Dr Congo,Refugee
2949,BEN002949,Kristi Taylor,Female,60,Rwanda,Refugee
2950,BEN002950,Jennifer Walters,Female,51,Rwanda,IDP
2951,BEN002951,Michael Harris,Male,42,South Sudan,Refugee
2952,BEN002952,Mary Lee,Female,17,Kenya,Refugee
2953,BEN002953,Nancy Faulkner,Female,72,South Sudan,IDP
2954,BEN002954,Jeffrey Whitaker MD,Female,23,Kenya,Refugee
2955,BEN002955,Whitney Rogers,Male,42,Ethiopia,IDP
2956,BEN002956,Julian Wilson,Female,6,Somalia,IDP
2957,BEN002957,Kristina Riley,Female,57,South Sudan,Host Community
2958,BEN002958,Rhonda Nicholson,Male,48,Kenya,Refugee
2959,BEN002959,Robert Avery,Male,66,Rwanda,Refugee
2960,BEN002960,Barbara Robinson,Female,2,Rwanda,Refugee
2961,BEN002961,Sherry Simmons,Female,5,South Sudan,Host Community
2962,BEN002962,Michelle Golden,Male,51,South Sudan,IDP
2963,BEN002963,Angie Neal,Male,45,Dr Congo,IDP
2964,BEN002964,Allison Ellison,Male,50,Uganda,Host Community
2965,BEN002965,Michael Owens,Male,79,Ethiopia,Host Community
2966,BEN002966,Craig Oneal,Male,21,Uganda,IDP
2967,BEN002967,Allison Bean,Female,70,Ethiopia,IDP
2968,BEN002968,Janet Perry,Male,56,Ethiopia,Refugee
2969,BEN002969,Ryan Nelson,Female,38,Kenya,Refugee
2970,BEN002970,Daniel Young,Female,56,Kenya,Host Community
2971,BEN002971,Travis Smith,Female,49,Ethiopia,Host Community
2972,BEN002972,Mark Davila,Male,71,South Sudan,Refugee
2973,BEN002973,Jessica Collins,Male,14,Tanzania,Refugee
2974,BEN002974,James Glover MD,Female,63,Dr Congo,IDP
2975,BEN002975,Frank Johnson,Female,49,Sudan,Refugee
2976,BEN002976,Kelli Ross,Female,76,Kenya,IDP
2977,BEN002977,Haley Hernandez,Male,45,Burundi,Refugee
2978,BEN002978,Jamie Leach,Female,61,Kenya,Host Community
2979,BEN002979,Micheal Allen,Female,12,South Sudan,Host Community
2980,BEN002980,Charles Johnson,Male,61,Ethiopia,Refugee
2981,BEN002981,Leah Bennett,Female,41,Rwanda,IDP
2982,BEN002982,Steven Williams,Male,15,Dr Congo,Host Community
2983,BEN002983,Casey Jones,Male,38,Uganda,Host Community
2984,BEN002984,Richard Leon,Female,12,Burundi,Refugee
2985,BEN002985,Crystal Herman,Female,22,Sudan,IDP
2986,BEN002986,Kevin Garcia,Male,43,Ethiopia,IDP
2987,BEN002987,Alvin Perkins,Male,46,Kenya,IDP
2988,BEN002988,Steven Smith,Female,48,Dr Congo,Refugee
2989,BEN002989,Andrea Davis,Male,27,Rwanda,Refugee
2990,BEN002990,Jessica Hughes,Male,77,Uganda,Refugee
2991,BEN002991,Nathan Vazquez,Female,9,Kenya,Host Community
2992,BEN002992,Linda Bates,Female,13,South Sudan,Host Community
2993,BEN002993,Julie Snyder,Male,61,Rwanda,Host Community
2994,BEN002994,Lori Riley,Female,13,South Sudan,Host Community
2995,BEN002995,Kevin Reyes,Male,1,Kenya,Host Community
2996,BEN002996,Rachel Kelly,Male,71,Tanzania,Refugee
2997,BEN002997,Jennifer Barrett,Male,78,Sudan,IDP
2998,BEN002998,Lisa Walsh,Female,30,Uganda,IDP
2999,BEN002999,Paul Goodwin PhD,Female,28,South Sudan,Refugee
3000,BEN003000,George Rodriguez,Female,7,Rwanda,Host Community
3001,BEN003001,Hannah Johnson,Male,36,Tanzania,Refugee
3002,BEN003002,Anna Boyd,Male,33,Somalia,Refugee
3003,BEN003003,Frank Lewis,Female,61,Kenya,Refugee
3004,BEN003004,Michelle Armstrong,Female,49,Rwanda,IDP
3005,BEN003005,Andrew Kemp,Male,64,Tanzania,IDP
3006,BEN003006,Deborah Lopez,Female,6,Dr Congo,IDP
3007,BEN003007,Joshua Jones,Male,29,Dr Congo,Refugee
3008,BEN003008,Nancy Thompson DDS,Male,47,Rwanda,IDP
3009,BEN003009,Kevin Scott,Male,7,South Sudan,IDP
3010,BEN003010,Sarah Ashley,Male,77,Burundi,IDP
3011,BEN003011,Brandon Robles,Male,5,Sudan,IDP
3012,BEN003012,Andre Payne,Female,1,Somalia,Refugee
3013,BEN003013,Angela Day,Male,55,Somalia,IDP
3014,BEN003014,Franklin Frederick,Female,16,Dr Congo,Host Community
3015,BEN003015,Lori Smith,Male,14,Somalia,IDP
3016,BEN003016,Tracey Pearson,Male,27,Rwanda,Refugee
3017,BEN003017,Donna Nicholson,Male,27,Burundi,Host Community
3018,BEN003018,Jason Morton,Male,63,Kenya,Host Community
3019,BEN003019,Antonio Delgado,Female,53,Rwanda,Host Community
3020,BEN003020,Patrick Ballard,Female,12,South Sudan,IDP
3021,BEN003021,Susan Hamilton,Female,17,Uganda,IDP
3022,BEN003022,Patricia Adams,Female,79,Ethiopia,Refugee
3023,BEN003023,Michael Benson,Male,8,Dr Congo,Refugee
3024,BEN003024,Maria Kelley,Female,42,Uganda,IDP
3025,BEN003025,Miss Deborah Williams DDS,Female,44,Dr Congo,Refugee
3026,BEN003026,Katie Foster,Female,65,Sudan,Host Community
3027,BEN003027,Kathryn Doyle,Male,69,Dr Congo,Refugee
3028,BEN003028,Walter Adams,Male,24,Sudan,IDP
3029,BEN003029,Tiffany Donovan,Female,8,Somalia,IDP
3030,BEN003030,Candice Gonzales,Male,36,South Sudan,IDP
3031,BEN003031,Shawn Newton,Female,6,Somalia,Refugee
3032,BEN003032,Carl Nichols,Female,54,Tanzania,Refugee
3033,BEN003033,Joshua Williams,Female,25,Ethiopia,Host Community
3034,BEN003034,Joe Newman,Female,25,Rwanda,IDP
3035,BEN003035,Marco Collier,Female,76,South Sudan,IDP
3036,BEN003036,Jared Moreno,Male,71,Kenya,Host Community
3037,BEN003037,Mrs. Tammy Reed,Male,31,Burundi,Refugee
3038,BEN003038,Jordan Roth,Female,34,Kenya,IDP
3039,BEN003039,Marcus Smith,Male,60,Rwanda,Host Community
3040,BEN003040,Jennifer Robinson,Female,46,Tanzania,Host Community
3041,BEN003041,Matthew Baldwin,Male,45,Sudan,Host Community
3042,BEN003042,Kristen Nguyen,Male,21,South Sudan,IDP
3043,BEN003043,Lisa Everett,Female,53,Uganda,Host Community
3044,BEN003044,Andrew Foley,Male,79,Uganda,Refugee
3045,BEN003045,Melissa Diaz,Male,4,Burundi,Refugee
3046,BEN003046,Nicholas Greer,Male,17,Dr Congo,IDP
3047,BEN003047,Brian Schmidt,Male,37,Burundi,Refugee
3048,BEN003048,Emily Hinton,Female,64,Somalia,Host Community
3049,BEN003049,Lee Holland,Female,53,Ethiopia,IDP
3050,BEN003050,Randy Flores,Female,21,South Sudan,IDP
